10  0   0   10  3.97    0.397   17  70.05   4.1206  5   0   0   4   11.53   2.8825  10  0   0   5   21.14   4.228   5   0   0   8   28.09   3.51125
10  0   0   10  3.57    0.357   17  61.14   3.5965  5   0   0   4   11.44   2.86  10  0   0   5   16.01   3.202   5   0   0   8   29.76   3.72
