10	10
1	1
1	1
20	20
23.82	21.42
0.2382	0.2142
37	37
247.2353	215.78824
14.54325	12.69343
42	42
1	1
1	1
46	46
172.95	171.6
43.2375	42.9
56	56
1	1
1	1
61	61
253.68	192.12
50.736	38.424
66	66
1	1
1	1
74	74
210.675	223.2
26.334375	27.9
